title,text,date_stayed,offering_id,num_helpful_votes,review_id,rating,username
“Excellent hotel”,"This was my 2nd trip to New York and I could not fault this hotel. Yes ok food and drinks are expensive, but arent they all in hotels!! There is a Pax restaurant next door which is more than adequate for breakfast. Staff are lovely and could not fault them. Very close to Grand Central Station and Times Square is only a few blocks away. Had a fantastic time. Room was on the 25th floor and did not hear any noise.",Nov-12,93593,0,147717108,5,Sarah_0108
“Helmsley before become the Westin. What has changed?”,"Stayed at this hotel for a couple of nights before the new year.
Of the benefits:
good location, great views of the city, quite spacious rooms, SPA-cosmetics in the bathroom.
The rest - big and noisy and needed renovation.
Hopefully after renaming in to the Westin it become better.
December 2011/",Jan-12,93593,1,147629773,4,Vladislav K
“Great hotel and brilliant location!”,"We had a great stay in the Westin recently, the hotel is lovely and very near grand central and times square etc. The rooms were lovely, service was great and staff very friendly. Our room even had a view of the empire state! Would definitely stay again and recommend for business, groups, family etc!",Dec-12,93593,0,147592710,5,Gemf6
“Average westin”,"The rooms are nice and relatively large for New York. LCL was an above average hotel bar; it seems fun and somewhere locals actually visit. The only problem with the hotel was a rather average check in. We were already upgraded to a corner room, but none were available. So why bother telling us? We were promised a high floor and a great room. In reality it was a handicapped room with no view. As a gold member, one would expect a little better than that honestly. Its still a great value on SPG points but I wouldnt pay $400 a night.",Dec-12,93593,18,147561889,4,Airb330
"“Beautiful, Comfortable and Central Stay”","I recently stayed at the Westin Grand Central New York between Nov 29th - Dec 2nd on my first trip to NYC. This hotel is two blocks away from Grand Central Station and super close to the Chrysler building. It's located on 42nd Street and 3rd Ave and I was very happy with the location. It's nearby lots of affordable restaurants on 3rd Ave, Bryant Park is 4 blocks west on 42nd and the United Nations is 2 blocks east on 42nd. So I would consider this hotel pretty centrally located. The hotel was beautifully decorated for Christmas and the staff were very friendly and accomodating. Our room was very big, clean and comfortable, they have the heavenly bed which was very cozy and hard to get out of in the morning. This hotel had recently been renovated and the room had everything that we would need. I was also happy because the hotel was able to give us some great coupons for shopping in the city which was great! I thoroughly enjoyed our stay at this hotel and would recommend it to anyone staying in New York anytime soon.",Nov-12,93593,11,147552482,4,missa019
“Good value and was truly what you would expect in a westin”,"I stayed here in dec, which is about 2 months after it opened. The rate was one of the best around. I had requested adjoining rooms because I had children with me - they were one of the few hotels that could guarantee we would be given these rooms. It was great because the rooms are across the hall from each other and separated have the option to be separated by another locked door so no one could access our rooms at all in the night. Great piece of mind...preserved a pot of coffee in the morning and it was brought up within 5 minutes or so. Overall good property. The location isn't in the heart of time square which may not be the worst thing and is easily accessible to cabs on 2 nd and 3 rd Avenue",Dec-12,93593,3,147535541,4,romred4
“Not a Westin standard hotel”,The only positive is the great Westin beds. Otherwise the Westin Grand Central is a disappointment. The rooms are reasonably sized as are the bathrooms but the staff let the place down. I stayed a week and was never acknowledged by any of the numerous doormen constantly standing around in the lobby doing goodness knows what. The reception staff are unfriendly and only 1 of them ever smiled in the week. The bar/restaurant was not open after renovations lasting more than 6 months. The concierge staff again never smiled but at least we're helpful. The room servicing was hit and miss- most days something would be forgotten to be replaced. Westin needs to do some serious staff training on service because it makes all the difference to your stay,Nov-12,93593,9,147469322,3,Ianbazza
"“An average hotel, below the usual Westin standard”","Well, where do I start ?. I had high expectations after staying in a number of Westin’s globally however, I’m afraid I left my stay at the Westin Grant Central NYC a very unhappy and frustrated customer.
Firstly, I had booked here with a group attending a conference in NYC, so all up there were 12 of us staying for periods between 4 and 8 nights, so I figure just based on the room rate we were charged the bill was USD$70,000 plus meals, drinks, dry cleaning etc.. etc.. Not to say I was expecting anything “amazing”, but an adequate service would have been nice.
First impressions are good, an ok location in mid-town, not too far from Grand Central Terminal. The hotel is reasonably modern and well accessible. The check in process was ok, albeit there were only 2 clerks on duty and a 20 minute wait after a long flight was a drag. the check-in staff were not overly friendly or warm, and I really detected an air of indifference in their attitude. Anyway, after what seemed an extensive wait we received our key and made our way to the 14th floor. 
The luggage arrived not long thereafter and we provided the porter the customary tip. Seeing we had just arrived at JFK with no opportunity to exchange currency, we offered an AUD 5 dollar note. The porter seemed miffed at this, scoured and left with barely an acknowledgement…… geez, sorry I didn’t anticipate the inconvenience I was going to cause the porter by not thinking ahead and exchanging some currency !.
As you do after being out of contact for some 24 hours, I logged on to the guest wireless internet. This is expensive at USD$15 + taxes per device per day. As my partner and I had a Blackberry, Iphone, Laptop and Ipad between us, this proved to be an expensive option. There were no discount plans available for 3 day/7 day plans either. This is quite a scam if you ask me as wireless is readily available for free around NYC.
The rooms themselves are functional. The beds are great, as I’ve come to expect with the Westin’s I’ve stayed in. The LCD screen is huge and provides a wide range of free to air and pay options. The bathroom is adequate, but a little on the small side and you could not accommodate 2 persons in there at the same time. A pet hate are the fabric shower screens which I personally find a little unhygienic.
We slept well, and ventured out the next day to do some exploring. Upon arriving back at the room at 4pm, the room hadn’t been attended to. A call to reception fixed this, but hey…. should I have to remind them of this ?. We also noticed that the little things went unnoticed, the tissue box in the bathroom remained empty for days, toilet paper was left to run low etc.
On the second last day we had left a laundry bag with a few basics to be laundered and a tie to be dry-cleaned. They forgot to collect the laundry and we had to remind housekeeping later in the day when we returned to the room. No apology, but they said they would try and return our laundry by 5pm the next day, even though it was a Saturday. Well, the laundry returned, and I don’t want to seem picky but everything was individually hung and plastic wrapped. I personally think this is excessive and the hotel should re-think it’s green credentials. My main beef was that the underwear and 3 blouses plus 1 tie came to USD$120 + taxes. Please…… I would rather an $80 service with less plastic !... ohh, and the tie came back from being dry cleaned with a stain clearly still evident.
The disaster in the hotel which will be this properties undoing is the dining room. Faulty Towers has nothing on this place. Where do I start ?. 
Firstly I will acknowledge that the dining room and bar are recently opened, and as some reviewers have mentioned, the hotel had no dining/bar options for some time, so this must be an improvement…. perhaps… ?
The breakfast offered at the dining room is very basic. It consists of a buffet that comprises the following – 3 types of cereals, 2 types of flavoured yoghurts, fresh fruit (blueberries, strawberries, bananas), hot options (scrambled eggs, crispy bacon, sausages, roast potatoes), Muffins, breakfast bread rolls. The food didn’t look particularly appetising and at USD $25 each + taxes and service, it was poor value for money.
They make it very clear that this is a buffet and that they don’t do a-la-carte, but if you ask, they will “sometimes” accommodate your requests. The weird part is that that have a chef on attendance at the buffet (all decked out in high peak chef’s hat etc) and his primary role is to stir the eggs in the server. This was weird as when I asked him for some toast, he looked at me with a blank expression and he said that he “didn’t serve”, and motioned me towards a waiter. I still can’t quite figure out what his role was ?.
I think my main complaint with this restaurant was the service. The wait staff were down right rude. For example ; My partner was up at the buffet selecting some food and when the waiter came by to serve some coffee, I also ordered a green tea for my partner. 2 minutes later my partner sat down and decided that rather than green tea, she wanted Calm tea (a mixture of chamomile tea and other leafs). Five minutes later, the green tea arrived and when we enquired about the Calm tea, we were greeted with a scorn, and told that it was too late, as it had already been made !!... lol
On our last day we attended the buffet again and after being seated, we enquired if it was possible to get a side of smoked salmon. We were greeted with scorn at this request by the waiter and reminded of the no a-la-carte rule, but he would do his best. 20 mins later he returned to confirm that the chef would “make some”. When I politely enquired why the chef was required to “make” a side portion of smoked salmon, I was given some flippant comment that “it doesn’t appear on the plate by itself” and that it takes preparation etc. Anyway another 10 minutes elapsed and we were presented with some smoked salmon, bagels, cream cheese, onions and capers……. Now I know why the chef was required to “make it”, but this was quite different to what I had ordered. If only the waiter had explained this, there wouldn’t have been an issue.
At an adjacent table, the waiter was berating a customer for allowing their 5 yo girl to pick at a plate of food when she hadn’t paid for the service …. Seriously, the food is average and over-priced and why would you bother making a big deal of this… and particularly in middle of service, embarrassing the customer and making the other guests feel uncomfortable.
And finally, after breakfast we went back to the room and then went to check out. Upon checking the bill, I noticed that the breakfast hasn’t been included. I advised the clerk of this, and he phoned the dining area to see if he could get the charge posted. After 2 attempts and 5 minutes of waiting on the call for them to answer, I went to the restaurant myself to ask if they could post the charge. The restaurant was empty and I was told that by one of the SEVEN staff that it’s not normal practice to do this until end of shift ??. By this stage they could see I was getting irate and the Supervisor came across and attended to my request for me (how hard is It to request that I be charged !!). I went back to the front desk and he then proceeded to check me out and rolled his eyes muttering something about the poor restaurant……… clearly I wasn’t the only unhappy customer.
Any finally, upon checking out, I was on a 2 pm flt, my partner on a 6pm one, so I asked for a late check-out (no problems there). The only problem was that once they did this, the internet was cancelled and despite renewing the service earlier that day for their daily flat charge, we needed to do it again.
In summary, this is a hotel with lots of potential, but lacking in service ethos. The dining room is a joke and they need to re-visit this from scratch. 
I would not stay here again. There is no way my Co. will be sending $70K here again, there are other hotels in NYC that would like our custom I’m sure.",Dec-12,93593,24,147208146,2,howard_and_bec
“One Huge Mess”,"The rooms at this particular Westin are excellent and roomy (for NYC standards). Other than that, this hotel is a complete wreck. As a longtime SPG member, I've stayed at many of their hotels over the years and can say that without a doubt this is on of their most poorly executed examples. Some of the staff are very friendly and knowledgeable. The rest are just plain clueless and unmotivated to help anyone. 
I went to check in at 5pm on a Saturday, there were about 20 people standing inside the lobby (which isn't very big) waiting to check into their rooms. For some reason there was only ONE employee checking in people, but there were eight more standing around the lobby doing absolutely nothing. About ten minutes of this went by before three more employees showed up to check the guests in. Once the employees got logged into their computers, they only helped the guests in the regular line and ignored everyone in the SPG Gold & Platinum line until someone spoke up. It took 25+ minutes to get a room key. After settling into our room we came back down into the lobby an hour later and it was the same mess all over again - about 10-15 people waiting in line with only two employees checking people in (what happened to the third???). 
The doormen were particularly lazy too. I'm not really sure what these guys do. Sometimes I saw them helping people get taxis, other times I saw them just stand around talking to each other and watching other guests try to hail taxis on their own. When I pulled my car into the driveway, they didn't like the fact that I had parked on the left side (they were standing around doing absolutely nothing and didn't bother to wave my car into any particular direction) - instead they made me park on the right side, which also happened to completely block the front door of the hotel. When I was leaving the hotel the next day, there were two cars parked on the left side.
On the plus side, the concierge was very helpful. We asked for help in getting to a particular place for dinner and they pulled out a map and showed us how to travel there via the subway. 
It's pretty tough to find a good all-around Starwood hotel in Manhattan. The Times Square location is VERY busy and expensive, the W on Lexington Ave is very well run, but the rooms aren't as nice. This one should be the sleeper hotel of the bunch since the location is awesome, but unfortunately it's run poorly. Stay away until they get their act together.",Dec-12,93593,3,147093869,2,MCouper
“Another great Westin experience”,"We took the bus from Providence to nyc. From the port authority bus terminal we walked maybe 10-12 blocks to get to the hotel which really was not bad at all. We got to the hotel early in the day tried to check in but being it was 5 his before check in time the room was not available which was expected. The front desk clerk was a little short with us I think maybe a little overwhelmed, there were only 2 clerks on and a line full of people. The bell men were very curtious and seemed genuine to enjoy their jobs. The hotel is very well located only a few blocks from all the action. The beds were super comfortable as always we slept like babies and the shower was again Heavenly. My brother in law even is looking to by the same shower head for his home, and I the heavenly bed. The only negative thing I can say is that the alarm clock was still set from the previous guest and went off at 5:30 am luckily with such comfortable beds we were all able to quickly fall back to sleep.",Dec-12,93593,4,147084944,5,jgreen7317
“Stayed twice here - both booked through Hotwire”,"Have stayed twice at the Westin Grand Central - this used to be the New York Helmsley Hotel in Midtown East. The first time I stayed here, it was just at the beginning of the renovation and I had some issues checking in and with room, but those were related to the conversion. The second time, I stayed in August 2012 - I was there the day they re-launched the Westin. Pros: Great Westin rooms, Heavenly Bed, good amenities and service. Cons: no restaurant and bar when I stayed there (check with the Hotel), and the location is a little boring if you're looking for NYC excitement. All-in-all, decent hotel if it's the right area, and has all the Westin/SPG perks.",Aug-12,93593,4,147081332,4,jjs_SMU
“It's mostly good”,"Stayed here for an anniversary weekend with my husband. This used to be the Helmsley Hotel and the location is great - 3rd Ave and 42nd - close to subway, easy walk to all the action in midtown. We asked for an upgrade (we're Gold Starwood members) and first the guy said he had nothing and then he said he had a nice room for us - the room was fine, perhaps a little larger than the usual NYC hotel rooms - it was a corner room so had a short hallway and a seating area. The bathroom was standard Westin quality with a walk in shower - but why does the tap have to be so far away that you get wet when you turn on the shower? As usual the bed was very comfy and the sheets of good quality. Our sheets were changed every day - something that does not seem to happen automatically any more. My pet peeve with ever Starwood I have stayed at in NYC is that there is often something missing after the room is cleaned - this time it was a bath mat one day. The staff must be under great pressure to get rooms done and they seem not to check when things are missing - or just don't go back to replace something.
That said, the hotel was recently redone so it is clean and shiny. The lobby does get very busy at times and it is quite small. I usually stay at the W on Lexington Ave and this is a very good alternative - I'd probably stay here in future rather than at the W which is getting old and tired. The gym here is also way better - large, clean with new machines.",Dec-12,93593,13,147055427,4,Travellingnurse50
"“The bellman was right: 'yeah, keep hoping...'”","The Westin Grand Central has potential, you can see they are trying (some of them) to make it better but it's not there yet. 
The location is superb, rooms are nice and relatively quiet. The service is so not top SPG: it seems they don't talk to each other, there must be resentment amongst the staff or maybe just disorganization.
Room ready way after 3.00 pm, late check out scheduled three times because apparently the first two were not recorded properly, SPG check in desk with a 'I wish I was not here' attitude. Yes, small things in the grand scheme but enough to make you tip-toe around the staff. 
I am a Gold SPG member: the Westin in Times Square staff & service has what the Grand Central does not.",Dec-12,93593,48,147048919,3,Verely
"“Great new Westin - great location, excellent value!”","This hotel was the Helmsley, and became a Weston on or around October 1, 2012. It's not huge, about 240 rooms, and our room was a very comfortable size, extremely well equipped, and met all expectations of a four star hotel. We were on the fourteenth floor, and it was quiet and we slept well.
The location at first sight seems a bit ""east"" of most the main parts of the city. Once you get a hang of the fact that the Grand Central subway station is just a few hundred yards away, that you can bus or subway up or down Lexington - etc. you are no more than twenty minutes away from either the upper West Side, Downtown, Greenwich Village, and other major sectors.
You have to try the food court at Grand Central Station for gourmet dining on the trot and at great values - you name it, and it's available! The star of the dining is of course the Grand Central Oyster Bar - an institution that serves around 40 varieties of oysters, as well as many fresh fish items - not cheap but good value, about $30 a head excluding alcohol.",Dec-12,93593,21,147047215,4,JulianSolo
“Excellent room and value for this area; staff not so much”,"Stayed for a night in December 2012. Excellent renovation. All the comforts you expect from Westin - perfect bed (firm mattress with generous feather top), comfy linens, rain water shower, comfortable sitting area, great lighting. Housekeeping was spotless,robes, in-room coffee, in-room safe, huge flat-screen TV. It was also a great value - the room is massive compared to other mid-town hotels in this price range and above that I've stayed at. If you're looking for quiet, ask for a room on a high floor in the back - I would rather deal with 41st Street than the noise from the buses on 42nd Street.
While the building is up to Westin standards already, I can't say the same for the staff. We generally found them to be indifferent at best. I was particularly amazed by a member of the front desk staff who was outright rude until she saw that I was a Platinum SPG member and made a complete 180 to being syrupy sweet. 
FYI - There is no Club Lounge and the lobby isn't much of anything. There are maybe 3-4 benches. We saw people camped out on the floor because there was no place left to sit.
Have a great stay in NYC!",Dec-12,93593,176,147031343,4,TravelCuties
"“Central location, good price”","Nice and clean rooms, modern hotel, centrally located, fair price value. - The bar is open till 4am, and even though food is not served after 10pm (why actually?), room service is available 24h. / Staff responds to complaints - What's missing? An executive lounge, where regular guests can print out a document without swiping a credit card in the outsourced internet corner...",Dec-12,93593,13,147029632,4,CenturionMember
“Poor Service.”,"I stayed at this hotel on a Saturday night and made advance reservations. I arrived at 5:00pm to find the lobby was full of people; I assumed it was a convention going on at the hotel. When I tried to check in, they told me that my room wasn't ready yet, even though check in was 3:00pm. I realized the entire lobby was people waiting for their rooms. I finally got into my room at 8:00pm and found it was dirty. Someone I rode the elevator down with said her tv was still on, and there were half filled drinks in her room when she first walked in. They told me I'd receive a complimentary breakfast for my kids and I for the inconvenience. So we ate breakfast. Now, I've returned home, and found they charged me for the breakfast. I've called accounting, and they won't return my calls. I could call it worse, but giving every benefit of the doubt, this is still very poor service.",Dec-12,93593,2,146938537,2,Michael A
“Nicely renovated”,"Just completed a business trip here and had a pleasant stay. The rooms are nicely renovated and provided a great night's sleep, although oddly the door doesn't have a tight seal with the frame and lets in light around the edges. Still a few kinks in customer service and housekeeping, but they are trying and the staff was very friendly. It took three tries to get working keys for my room, and on the third try they finally sent someone up with me and gave me points for the inconvenience. It should not command top dollar among the Starwood properties at this point, but if priced competitively I will definitely go back because the room was nicely sized and newly renovated, and the location has good access to most points in the city, plus the Grand Central amenities. Make a stop at the Duane Reade or CVS for water, however, because not even the Starwood rooms have a complimentary bottle.",Dec-12,93593,8,146917766,4,CG_ATL
“First Class”,"I booked two nights at this hotel at an exceptionally good price through Hot Wire earlier this year.
I ws rather concerned because of the reviews being posted.
The hotel is beautful - friendly helpful staff (every member) - restaurant opened for the first night while we were there - lovely meal well priced.
We were upgraded to a lovely room on 29th floor - as it was my husbands birthday we were treated to complimentary sparkling wine and chocolate dipped strawberries on the first night and compliementary sparkling water, and fruit and nut platter on the second night - well done Westin/
Great location but as our booking stated New York Helmsley there was a little confusion with the taxi driver as the Hotel name is now the Westin - but otherwise no problems at all - thank you.",Dec-12,93593,9,146892401,5,belfastcastle
“Fine If You Dont Mind Bad Service”,"I've stayed at a lot of Starwood Properties, and they are always amazing. That's why I didn't think twice about booking at the Westin in NYC Grand Central. However, even though they assured me when I booked that I would get two adjoining rooms, when we arrive our rooms were no where near each other and the man behind the front desk sloppily chewed gum with his mouth open and lazily said there was nothing he could do. Then, one of our rooms ended up being near construction and was very loud, so when we asked to move rooms, another woman at the front desk was chomping on gum and said she would reserve another room and we should check back later. When we did check back, there was no room reserved and they had to scramble to find space for us. When we checked out, they even messed up on the billing and tried to charge us for an additional night. The only person that was helpful, informed, and not chewing gum was Pei, a very nice woman at the front desk that finally helped us. While the rooms themselves were not bad, the service was pretty shocking for a Westin, I expected at lot better.",Dec-12,93593,0,146888039,3,Emily H
“Amazing Views & Great Location”,"I stayed here on business/pleasure trip and it did not disappoint. We stayed on the 35th floor with great views of the city, river, and empire state building. The rooms were quiet, the beds are AMAZING, and the location is extremely convenient. There is a 24 hour CVS on the corner across from the hotel, so if you forget anything after a long day of sightseeing or business, it's easy to access. 
Also, if you are an active person traveling for a quick business stay, they have a program that allows you to rent New Balance workout clothing and shoes for just $5 for your entire stay. I called the night I checked in and they had the bag of gear to my room within 10 minutes. I've never stayed at a hotel with this kind of convenience, so I would definitely recommend Westin Grand Central to anyone.",Nov-12,93593,2,146833476,5,Elizabeth K
“If you are Starwood Platinum Skip it”,"Thought I would try the newly renovated Westin Grand Central ( used to be the New York Helmsley) on a recent trip to Ny. While the renovation is nice - rooms pleasant enough - they have NO idea how to service their Starwood Platinum guests. I had submitted a suite night award request which they were not able to accommodate - I understand that - it was a busy week in NY. But their front desk staff Lily I think her name was told me while barely making eye contact that the property was oversold and they only had rooms with 2 double beds available and would that be okay. I said no it is NOT okay, I'm a lifetime platinum member, I've spent 86 nights this year at Starwood properties and I had a reservation for a King bed. She then was able to find one.
I will not be returning here for my 4 - 6 trips to New York per year. Stick with the W Union Square, the Parker Meridien or the W Times Square.",Dec-12,93593,3,146831984,2,Whis117
“Nice Size Rooms But....”,"The hotel has been up dated and is fresh and clean.
They lack the other touches. We stayed 3 days. When the maids cleaned the room they didn't replace things we had used such as plastic glasses etc. Our grandson stayed with us in our room. When we opened the pull out couch the sheet was dirty and there was no other top sheet or other beding. At 10:30 house keeping came up and brought clean linen. I asked them to make it up.
We wanted to check our baggage because we had to be out of our room at 12:00 and not leaving NYC until later in the evening. We waited in line 25 mins. We asked if someone could do it we were told no one was there that was union only they could touch the bags. Finally a nice lady showed up and took over by then there were 14 people in line waitng.
There is very little seating in the lobby to sit and wait for your ride.
Restrurant is open short time and very expensive. There is a nice deli next door.
Location is a ways from Time Square and the action.",Nov-12,93593,20,146815102,3,onthego1937
“Great location!”,"What a great location, so easy to walk to Times Square, 5th Avenue, Broadway and to the subway!
We stayed here for three nights, and it was great! My partner asked if we could have a room with a view and we got the Empire State Building. We had a corner room on the 21st floor at the back of the hotel and although you could hear traffic noise in the distance it did not disturb our sleep. There is a subway exit next to the hotel, but a short walk and you are at Grand Central Station and that is just beautiful. When you step out of the hotel you can see the amazing Chrysler Building and next door to the hotel is the Daily Post building, as immortalised by the superman movies
The room was spacious with a massive comfy bed. We slept really well for the three nights we were there. There was a spectacular shower in the bathroom. Starbucks coffee was provided (although only 3 sachets a day). We did not eat at the Hotel and there are some great places to get breakfast nearby, a Starbucks over the road and another place next to the Hotel itself. There is a bank 2 minutes walk up the road and this also has the well known coffee shop inside it. There are some great restaurants nearby.
Our only problem was with the concierge, we wanted to book some tickets to see a film that was previewing in only two cinema’s in New York and asked for some help to reserve tickets online as we did not have a US credit card (just UK ones). It took the concierge 20 minutes to tell us they could only do this with our card which did not work.",Nov-12,93593,4,146755697,5,Janike92
“Much better than expected”,"After reading some reviews on Tripadvisor, I was worried, but the construction is complete. The rooms were very nice and quiet. The bathroom was a little small, but clean. I would definitely stay here again. The bed and pillows alone were worth the stay.",Dec-12,93593,0,146723001,5,ItsEmSLC
“NYC Westin - Grand Central”,"My husband & I visit NYC almost every year for the Macy's Day Parade. I reserved my room through Hotwire & booked The Westin. Drive up/drop off area w/guest parking at a reasonable fee, almost no wait at check-in, fast & corteous employees (please don't be turned off by the operator if you call a head for information) everyone was friendly at the hotel, large spacious rooms w/a bathtub if you have little ones....& the bell-hop even pointed out the view of The Chrysler building to our son....very sweet, fast check out & I even had a good laugh w/the attendant at the front desk:) Easy travel back out of the city heading towards the east side.",Nov-12,93593,2,146709684,5,MarleseThompson
“Surprisingly large rooms; great location; nice views”,"Knowing this hotel had just recently opened up under the Westin brand (it was previously The Helmsley), I was expecting it to have a few kinks that needed to be worked out. Minus one issue with the elevators (which I'll detail below), I was thoroughly impressed with the property. When considering the high quality of the room furnishings, the large room size and the great location, I think this property is a wonderful value for Midtown. In my review I'll try my best to point out all the things I loved and the one or two things that could be improved upon at this hotel.
Things I loved:
-STYLE: The style and functionality of the room and hotel was top-notch. It is very clean and modern.
-LOCATION: The hotel is in a fabulous location. It's in midtown, only a few blocks from Grand Central Station and across the street from the Chrysler Building. It has a number of good breakfast locations nearby, as well as a CVS, Duane Reed and Bank of America. Just about anything I needed was within a block or two walk. 
-ROOM: In comparison to the standard cramped room sizes for NYC, our room was large. As you can see from my photos, the room had a small living area in it, which certainly made it feel more comfortable. The room also had numerous places to store our suitcases (one luggage rack; one stool), a full length mirror and a super comfortable bed. Our room had a view of the Empire State Building; my mother-in-law's had a view of the Chrysler Building.
-NOISE LEVEL: I heard noises here and there from the hallway, but nothing at all that was distracting, let alone would keep you awake.
Things to work on:
-INTERNET: Wi-Fi was available for $15, which is annoying. Blah.
-SERVICE: The front desk team could afford to smile here and there. We didn't use the concierge much, but they were helpful when we needed them.
-ELEVATORS: The hotel, which is probably 30 floors or so tall, has six elevators. However, during our stay three of them were not functioning, which meant that we often had to wait upwards of 20 minutes for an elevator since it was often too full to board. The concierge informed me that the computer system was cancelling the call for three of the elevators and that they needed a specialized engineer to fix it. I'm sure this is something that will not be a normal problem, but I cannot express just how big of an issue it was for our trip. 
All in all, this hotel is a definite contender if you're looking to stay in Midtown.",Nov-12,93593,25,146647674,4,kbharvey
“Really should have been a Sheridan”,"My family checked into this hotel on Thanksgiving. At the time of check in the regular guest line was shorter than the SPG line, so I went into the regular line and the clerk told me there were no rooms available and to wait. After 4 of us were standing in the small lobby with very limited seating for 1/2 hour, I saw there was no line at SPG and told my story tot he SPG clerk - she said she had a room ready fore me. Good thing I didn't rot on the vine waiting for the first clerk to accommodate us. Our room was fully remodeled, and it was nice, but not Westin nice.... it was more Sheridan nice. The gym was nice, however, no fruit in the fruit bowl. The wait for an elevator was acceptable, and a guest showed us how to hold down a combination of buttons to get an express ride down. All in all we thought the hotel was okay, but did not live up to our expectation of a $375, per night Westin.",Nov-12,93593,10,146553972,3,YandB_LabLover
“Technological gremlins”,"Technology issues affected check-in, check-out, TV service and even the elevators. The apparent ongoing renovation is diminishing the allure of this centrally located property. Room accommodations are nice but the staff seems to be having a problem providing the level of customer service that one would expect. There didn't seem to be sufficient management available to deal with customers' issues. Was there really a need for 2 different members of the housekeeping staff to check on my room the day of my departure prior to 9:30AM? Signal loss while watching TV occurred so often that I gave up attempting to follow the dialogue.",Nov-12,93593,40,146448652,3,foodjack45
“Comfortable stay”,"This Westin is very well located, close to grand central, 5th ave shopping and time square. We were upgraded to a corner room which was very spacious, clean and comfortable. For a business hotel- located across the street from Pfizer headquarters- this hotel is poorly equipped. Who is paying $1 per min for internet these days??? And no hotel phone in the business center?",Nov-12,93593,94,146406573,4,beachloverPrinceton
“Safety issue”,"Nice hotel, nice location, only one phone in the room, nothing in bathroom, phone in the room is so old and not working, asked them to change, they just re assemble it, not working, i feel unsafe if something happened , can not get help
Otherwise, fast internet
Be sure to have your soft slippers to use on the ceramic floor at the entrance of the room to avoid hurting your ankle
For 500$ per-night i am expecting higher quality.
Definitely not for romance or family",Nov-12,93593,5,146404498,3,navigator0
"“Not a bad 5 star, good location”","We stayed here recently on a trip from the UK, 4 nights, focused mostly on shopping and eating out.
I booked this hotel with points and generally try to stay in Starwood Hotels. Out of all of them in NYC, this one probably offered the best value for money, both quality and location-wise. I have stayed in the W mid-town before as well, but had big issues, so avoided that this time around.
We had a room on the 40th floor, fairly standard by the looks. The hotel has had a recent renovation from when it was the Helmsley, so was in good condition. 
What's good: Mainly the location and the fact that it has been recently renovated. Rooms are nice enough, though nothing special. The gym is good, new equipment and a good variety of cardio and weights. It's only a couple of blocks from Grand Central and there is good shopping both North and South of the hotel.
What's not so good: Bathrooms are small and lacking marble for it to feel like luxury. The restaurant out the front has not yet opened, so there's not a lot of options to eat in, or get a coffee during the day. 
Overall: There's been a lot of bad press about the lack of readiness and the poor service. This is probably deserved, but if you don't want anything except a clean room, gym, good location and reasonable price, then I would recommend this place.",Nov-12,93593,16,146375815,4,Bennyboyblue
“A great stay in Manhattan”,My husband and I stayed in this hotel in June 2012. During our stay the hotel was still under renovation to become a Westin Hotel. But we did stay in a new refurbished room. The room was really big with all the necessary amenities and a huge flatscreen TV and an extremely comfortable bed. Our room faced 42nd Street and we did hear some noice from the street... But I would really recommend this hotel for a stay in Manhattan.,Jun-12,93593,2,146364193,4,SofieBernaert
“jekyll and hyde review”,"We stopped here for 5 nights over thanks giving and our stay was a little hit and miss. The problem with this review is, HAD we have paid the premium rate $896.00 per night we would have been pretty fed up! 
However, we booked through hotwire and got 5 nights for £400.00 ($600.00) or £80.00 p/n ($120.00) and as such its very difficult to complain with any real vigor!!!
The rooms are generally nice, with comfortable bed & surroundings, however the sound insulation from the outside (we were on lvl 8) was poor, the noise from the adjacent rooms bathroom was significant and the air con was quite loud and some of the finishes are not to a great standard (see pics).
The lobby was nearly always very busy and service was slow with staff often talking amongst themselves rather than acknowledge you. The bar/restaurants were still closed, the website says that bath robes & slippers are included (They weren't) however there was an iron, board & hair dryer.
On the plus side the hotel is in a great location, central to everything and close to Grand Central Station.
Please do not waste your money on the hotels extortionate wi-fi ($15.00 per day). Every Starbucks has free wi-fi and there are two, within 2 minutes of the main lobby!",Nov-12,93593,1,146327665,3,Darren W
“NICE HOTEL BUT STAFF ARE RUDE”,"We stayed at this hotel Nov 23-26th. It's a nice hotel with nice rooms. Our check in was not what I expected at all. The woman who checked us in was very rude and not helpful at all with the questions I had about the hotel. It was like I was bothering them with my questinos. When we got to our room I was happy to see that is was clean and comfortable looking. The beds are good to sleep on. Nice flat screen TV. Limited chanels. You have to pay for wifi in your room but free in the lobby. The bathroom is small and there is no fan. The tub does not drain right so when you are showering you area standing in ankle deep water. Although we tipped our cleaner everyday for our room she did not do a great job. She never filled up soaps, toilet paper or wipped anything down. Do not eat at the hotel unless you have money to burn. Very expensive. Pax is next door and they have great food. Across the stree is a pharmacy/grocery and you can but your cold beer and drinks there. For the price they are asking at this hotel I would definately NOT recommend it. We booked through hotwire and got it for 250.00 per night. A little high for this hotel but overall it was decent. Time Sq is a 10 minute walk ( 6 blocks down 42nd then up 5 blocks.",Nov-12,93593,13,146320524,3,srsk
